case,ga_days,ac_mm,hc_mm,fl_mm,bpd_mm,sex,race,fgps_efw_g,fgps_who,fgps_nichd,fgps_intergrowth,fgps_hadlock,compare_who,compare_nichd,compare_intergrowth,compare_hadlock,note
no_bpd,266,348.1,342.0,74.2,,male,hispanic,3523.3,78.8,74.9,84.8,75.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,348.1,342.0,74.2,,combined,hispanic,3523.3,81.2,74.9,84.8,75.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,348.1,342.0,74.2,,female,asian,3523.3,84.3,81.9,84.8,75.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,348.1,342.0,74.2,,male,asian,3523.3,78.8,81.9,84.8,75.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,348.1,342.0,74.2,,combined,asian,3523.3,81.2,81.9,84.8,75.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,352.1,331.7,70.8,,female,white,3381.3,33.0,29.4,55.6,30.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,352.1,331.7,70.8,,male,white,3381.3,25.0,29.4,55.6,30.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,352.1,331.7,70.8,,combined,white,3381.3,29.3,29.4,55.6,30.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,352.1,331.7,70.8,,female,black,3381.3,33.0,43.0,55.6,30.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,352.1,331.7,70.8,,male,black,3381.3,25.0,43.0,55.6,30.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,352.1,331.7,70.8,,combined,black,3381.3,29.3,43.0,55.6,30.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,352.1,331.7,70.8,,female,hispanic,3381.3,33.0,40.0,55.6,30.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,352.1,331.7,70.8,,male,hispanic,3381.3,25.0,40.0,55.6,30.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,352.1,331.7,70.8,,combined,hispanic,3381.3,29.3,40.0,55.6,30.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,352.1,331.7,70.8,,female,asian,3381.3,33.0,46.2,55.6,30.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,352.1,331.7,70.8,,male,asian,3381.3,25.0,46.2,55.6,30.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,352.1,331.7,70.8,,combined,asian,3381.3,29.3,46.2,55.6,30.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,363.0,342.0,73.0,,female,white,3727.5,65.1,51.4,81.1,59.3,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,363.0,342.0,73.0,,male,white,3727.5,57.8,51.4,81.1,59.3,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,363.0,342.0,73.0,,combined,white,3727.5,60.0,51.4,81.1,59.3,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,363.0,342.0,73.0,,female,black,3727.5,65.1,65.0,81.1,59.3,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,363.0,342.0,73.0,,male,black,3727.5,57.8,65.0,81.1,59.3,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,363.0,342.0,73.0,,combined,black,3727.5,60.0,65.0,81.1,59.3,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,363.0,342.0,73.0,,female,hispanic,3727.5,65.1,60.5,81.1,59.3,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,363.0,342.0,73.0,,male,hispanic,3727.5,57.8,60.5,81.1,59.3,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,363.0,342.0,73.0,,combined,hispanic,3727.5,60.0,60.5,81.1,59.3,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,363.0,342.0,73.0,,female,asian,3727.5,65.1,67.5,81.1,59.3,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,363.0,342.0,73.0,,male,asian,3727.5,57.8,67.5,81.1,59.3,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,363.0,342.0,73.0,,combined,asian,3727.5,60.0,67.5,81.1,59.3,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,373.9,352.3,75.2,,female,white,4094.3,88.2,71.0,94.4,84.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,373.9,352.3,75.2,,male,white,4094.3,86.4,71.0,94.4,84.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,373.9,352.3,75.2,,combined,white,4094.3,87.5,71.0,94.4,84.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,373.9,352.3,75.2,,female,black,4094.3,88.2,87.1,94.4,84.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,373.9,352.3,75.2,,male,black,4094.3,86.4,87.1,94.4,84.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,373.9,352.3,75.2,,combined,black,4094.3,87.5,87.1,94.4,84.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,373.9,352.3,75.2,,female,hispanic,4094.3,88.2,80.3,94.4,84.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,373.9,352.3,75.2,,male,hispanic,4094.3,86.4,80.3,94.4,84.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,373.9,352.3,75.2,,combined,hispanic,4094.3,87.5,80.3,94.4,84.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,373.9,352.3,75.2,,female,asian,4094.3,88.2,89.4,94.4,84.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,373.9,352.3,75.2,,male,asian,4094.3,86.4,89.4,94.4,84.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,280,373.9,352.3,75.2,,combined,asian,4094.3,87.5,89.4,94.4,84.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
